	text	label
558	The tower it chose to add , due to go into operation in the summer , will increase total capacity to 80 broadsheet or 160 tabloid pages , with the ability to run 32 - and 48-page products side by side 	positive
105	However , Biohit estimates its total net sales will continue to grow in 2009 , and that favourable trends in net sales will lead to a profit in 2009 	positive
3975	Valmet Automotive reports net sales of EUR 85mn and operating profit of EUR 8mn 	neutral
3484	`` These developments partly reflect the government 's higher activity in the field of dividend policy . '	neutral
2426	Componenta is a metal sector company with international operations and production plants located in Finland , the Netherlands , Sweden and Turkey 	neutral
277	Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland 	positive
203	Following the acquisition , Relacom will strengthen its presence in Finland , serving operators and office market with mobile and fixed networks construction , installation and maintenance services 	positive
1518	Elisa will expand the use of this technology provided the pilot proves successful 	neutral
1900	Homeowners across North America have green experiences to share from cost savings to clean and eco-friendly heating 	neutral
299	The operating profit for Grain Trading increased to EUR 2.0 mn from EUR 1.4 mn in 2005 	positive
75	On the route between Helsinki in Finland and Tallinn in Estonia , cargo volumes increased by 36 % , while cargo volumes between Finland and Sweden fell by 9 % 	neutral
1635	The investment will be worth approximately EUR 100mn 	neutral
2610	The company will publish its financial statement for 2008 on February 25 , 2009 	neutral
2565	SRV will also build an aqua park with wellness area , a restaurant and a multifunctional ice arena 	neutral
4720	The fair value of the company 's investment properties went down to EUR2 .769 bn at the end of September 2009 from EUR2 .878 bn a year earlier 	negative
724	The investments and operational changes enable additional optimisation of the working hours and thereby further cost savings of some 7 % -9 % 	positive
546	`` We reached agreement with the union that flights will continue as normal , '' Finnair spokesman Usko Maatta said 	positive
180	Diluted earnings per share ( EPS ) rose to EUR 0.29 from EUR 0.05 	positive
2351	Finnish IT consultancy Satama Interactive Oyj said on November 13 , 2006 that Jarmo Lonnfors took up the position of CEO 	neutral
597	The robust growth was the result of the inclusion of clothing chain Lindex in the Group in December 2007 	positive
3545	Boomerang Boats had net sales of EUR 4.1 mn and it made an operating profit of EUR 0.4 mn in 2006 	neutral
407	The new facility , to be known as Technopolis Pulkovo , will introduce to the Russian market an entirely new concept of creating , operating and growing a commercially-funded science and technology park to support the growth of knowledge-intensive companies 	neutral
3848	The facility consists of a seven year bullet term loan of 200 mln euro $ 292.4 mln and a 150 mln euro $ 219.3 mln five year revolving credit facility 	neutral
777	Ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year 	positive
664	The costs of the new ropax vessels are 30 % lower than those of the present ones 	positive
1809	Nordea Bank has a large share and vast experience in the Nordic credit card market 	neutral
3304	The order includes a log handling line , peeling line and drying line for the production of parquet base layer veneer for Plyfa 's Hassela mill , central Sweden 	neutral
811	Lule+Ñ municipality has awarded YIT a 2-year contract , for property management of about one third of the municipality 's properties , with a total area of 140,000 sq. metres 	positive
1546	It also has strong assets in electronic media , employing 18,500 an increase of 9 percent on last year 	positive
4269	The production is to be liquidated before June 2009 and 325 employees loose their jobs 	negative
4381	Raute reported a loss per share of EUR0 .86 for the first half of 2009 , against EPS of EUR0 .74 in the corresponding period of 2008 	negative
4027	Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 	negative
3860	The Liquid Handling segment offers laboratory equipment and accessories , including mechanical and electronic pipettes , and disposable tips used in the research institutions , universities , and hospitals , as well as in the pharmaceutical , food , and other industries under the Biohit brand 	neutral
1931	Thus , SysOpen Digia has , in accordance with Chapter 14 Section 21 of the Finnish Companies Act 29.9.1978 - 734 , obtained title to all the shares of Sentera that are to be redeemed 	neutral
4347	The equipment is designated to Bollore Africa Logistics terminal Societe d'Exploitation du Terminal de Vridi SETV in Abidjan , Ivory Coast and the delivery is scheduled to start in March 2010 	neutral
1463	Tikkurila has an interesting growth strategy , which we support 	neutral
342	In the reporting period , the company 's operating profit grew by 43.2 % to EUR 6 million 	positive
3533	As a result , the number of personnel in Finland will be reduced by 158 	neutral
4414	On top of that , the US Commerce Department published worse-than-expected construction spending figures for November 	negative
1727	MD Henning Bahr of Stockmann Gruppen praises the trend , since the chains become stronger and their decision-making processes more clear 	positive
2206	The company closed last year with a turnover of about four million euros 	neutral
2464	For the purposes of the possible acquisition , PKC would establish a subsidiary in Poland 	neutral
4657	Finnish Scanfil , a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of EUR 108.7 mn in the first half of 2008 , down from EUR 111.1 mn a year earlier 	negative
3809	The composite body is coated with a hard coating layer produced by thermal spraying , and the coating is ground . '	neutral
2900	Finnish investment company Neomarkka is the main owner of Kuitu Finland 's successor 	neutral
1195	Changes being announced today will be effective after the close of trading on Friday , June 19 , 2009 	neutral
4111	After the split , the number of K shares will be 9 540 000 and the number of A shares 26 885 540 	neutral
4072	Scanfil issued a profit warning on 10 April 2006 	negative
1478	`` The bond gathered subscriptions from some 400 investors and the issued amount can be considered substantial taking into account the main target group -- retail investors , '' Citycon CFO Eero Sihvonen said 	neutral
516	The corresponding share capital increase , EUR 1,012,945.50 was entered in the Trade Register today 	neutral
1169	Also Chile is an important market area for forest machine companies 	neutral
3549	Cargotec 's business areas also include the container handling solutions business area Kalmar and the marine cargo handling and offshore load handling solutions business area MacGREGOR 	neutral
3739	Rubin says he expects Capman to announce 1-2 additional transactions in 2009 	neutral
1798	According to Bosse , the present cooperation is beneficial to all parties , however 	positive
1016	According to Pietinalho , doctors should motivate their patients who smoke every time they visit their doctors 	neutral
2735	A merger between UPM and Finnish-Swedish Stora Enso is not likely either 	neutral
3616	In 2007 , the Group 's net sales stood at EUR 42 million and it had about 1,445 employees 	neutral
2729	26 November 2010 - Finnish sports-equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today it has obtained a EUR30m Schuldschein note loan from a pool of international investors 	neutral
1418	The sale will allow Campofrio to focus on its recently announced takeover of Groupe Smithfield Holdings , the European unit of Smithfield Foods Inc. ( SFD ) of the U.S	neutral
3574	Economic development in China is no longer taking place only on the East coast and in the Shanghai area , Vauramo says 	neutral
2493	Its customers include local companies Slo Oy , Kiilto Oy , Toptronics Oy , Normark Suomi Oy , Pellonpaja Oy and Mansner Oy 	neutral
1631	The event can also be viewed as a live audio webcast at www.ahlstrom.com 	neutral
1375	The effect of the savings will be noticeable as of the beginning of 2010 	positive
1986	The SeaWind that was en route from the Finnish port of Turku to Stockholm got stuck in ice already around 4 p.m. on Wednesday and the Regal Star 's journey from the Swedish port of Kapellskar to Paldiski in northwestern Estonia was cut short at 2 a.m. on Thursday 	negative
900	The company 's goal is to achieve annual savings of EUR 2 million ( USD 2.7 m ) , of which two thirds are to be realized in 2010 	positive
512	The contract covers the manufacturing , surface-treatment and installation of the steel structures 	neutral
4750	Operating profit in the fourth quarter fell to EUR33m from EUR39m a year earlier 	negative
1685	UPM-Kymmene has generated four consecutive quarters of positive Free Cash Flow 	positive
1047	It also recovers valuable raw material for Kemira 's water chemical production 	neutral
2971	Investment management and investment advisory services are the company 's sole line of business 	neutral
1438	The writing and publication of Lemmink+ñinen -¦ s history is a continuation of earlier collaboration between Antti Tuuri and the company 	neutral
1028	By implementing the software the Finnish Army aims to unify and improve its operations in these application areas , QPR Software stated 	positive
1249	In Finland , export industry forms a large clientele for the packaging industry 	neutral
3767	The area will also include some central buildings , and Honkarakenne has started negotiations on their delivery 	neutral
3557	Comparable net sales are expected to increase more than 10 % in 2008 , in line with group target 	positive
3619	In 2008 Stockmann earned 3.398 million lats in profit on 48.012 million lats in turnover 	neutral
4538	stores 16 March 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said yesterday that it will cut a total of 28 jobs in its units Tiimari Retail Ltd and Gallerix Finland Ltd as a result of the closure of shops 	negative
2335	Name of Company in which holdings have been acquired : Citycon Oyj 2 	neutral
1301	One attractive factor about the tablets for media companies is that they provide a new way of making money 	positive
3277	The major part of the deliveries include different AC and CXE amplifier solutions and products by Belgian DINH Telecom , a broadband solutions company acquired by Teleste in the spring of 2007 	neutral
1041	He does not believe , however , that HKScan or Atria will start to use imported meat as Finnish consumers prefer domestic products 	neutral
3017	( ADPnews ) - Nov 9 , 2009 - Four companies have agreed to buy for a combined SEK 5.9 billion ( USD 854m-EUR 571.8 m ) all drug stores offered for sale as part of the restructuring of Swedish stated-owned pharmacy monopoly Apoteket AB , 	positive
2378	Member of the HK Ruokatalo Group in Finland , Scan , is launching a joint venture slaughterhouse with Team Ugglarp in Sk+Ñne , southern Sweden 	neutral
2291	Nokia will deliver a WCDMA 3G-HSPA radio network , including the modular , high capacity Nokia Flexi WCDMA base station to Indosat 	neutral
2985	It will report full-year results on August 22 	neutral
4148	15 September 2010 - Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform 	neutral
1211	EB will hold the exclusive rights to market the new entity 's product 	neutral
4018	Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) reported on Thursday ( 6 November ) an operating loss of EUR1 .3 m on net sales of EUR11 .9 m for the period January to September 2008 	neutral
2104	Finnish Metso will supply new wood handling and bleaching lines , as well as a rebuild of the kraft liner washing line for Klabin 's Tel+¬maco Borba mill in the Brazilian state of Paran+í 	positive
1148	Finnish Suominen Corporation that makes wet wipes , nonwovens , and flexible packaging is starting employer-employee negotiations at its Tampere plant in Finland to lay off about 25 employees 	negative
2353	` Nordea 's definitely too big for Sampo to acquire , ' said an analyst ` But Sampo would appear to have an agenda for Nordea ahead of the privatisation 	neutral
3175	The casing comprises a first side casing member provided with the first side vat segment and a second side casing member provided with the second side vat segment , at least the first side casing member being pivotable about a rotation axis 	neutral
4550	The products have a low salt and fat content 	neutral
1111	The total investment in the Vantaa plant extension will amount to around 10 million euro , and Okmetic 's share of the investments will be worth around 2.7 million 	neutral
3914	The through service of FESCO is a telling example of strengthening the relationship between logistics companies and operators at the international level 	positive
1188	Capacity of the facility made by Finland 's Vaahto Group is 86,000 tons of light coated paper 	neutral
2656	The new majority owners of Aspocomp Thailand Co. , Ltd are certain private persons belonging to immediate circle of Aspocomp 's present Joint Venture partner , Saha Pathana Inter-Holding Plc. 	neutral
3216	The contract covers the supply of temporary heating equipment for LKAB 's new pellet plant in Kiruna , in northern Sweden 	neutral
3311	The other two sellers were the Finnish National Fund for R&D ( Sitra ) and Oras Invest Oy , which also sold half of their shareholdings , leaving them with 3.8 pct and 3.2 pct of the company respectively 	neutral
1601	Tekla 's software solutions make customers ' core processes more effective in building and construction , energy distribution , infrastructure management and water supply 	neutral
2179	Production will expand to other of Elcoteq 's locations including Mexico and Hungary during 2010 	positive
2204	The company also expects to sell its products in other Russian region 	positive
4057	Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 	negative
1796	The company has the poser , who wants to impress people with the latest handset 	neutral
4115	Elisa CEO Sami Seppanen said EMT 's slogan `` Best coverage across Estonia '' clearly gives misleading information to consumers 	negative
4637	Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 	negative
850	However , the total orders received will still be above last year s levels 	positive
4769	The terms of the aforementioned funding are considerably below the Bank 's current CDS levels in the market and have a maturity ranging from 1 to 7.5 years 	negative
3516	Aldata Solution , a global company engaged in supplier to consumer business process optimization , has announced the details of its Dollars for Dinosaurs program 	neutral
3128	Sponda is a property investment company , specialising in commercial properties in the largest cities in Finland and Russia 	neutral
583	`` Our extensive co-operation will also bolster SysOpen Digia 's position in the domestic operator market , '' Kallioranta adds 	positive
2768	Additionally , the company will terminate a maximum nine salaried and senior salaried employees ' employment contracts 	negative
3548	CapMan , the Stockholm-headquartered private equity firm , has held a first close on its second private equity real estate fund as it continues its push into the property sector 	neutral
4158	Finnish Nordic Aluminium is starting employer-employee negotiations in Finland that concern all staff groups 	neutral
4047	Raw materials prices have surged in the past year , fueled in part because of the rapid industrialization of China , India and other developing nations 	negative
1799	`` We are proud to contribute to the creation of a world-class airport facility with KONE 's innovative People Flow TM solutions 	positive
2252	Under the contract Cramo Sverige and its subcontractor Brinkab AB will provide all scaffolding installations at LKAB 's new pellets plant in Kiruna in northern Sweden 	positive
2151	NAVTEQ has a commanding lead in installed map data systems in North American vehicles and may be the leader in turn-by-turn navigation data offered by services such as OnStar in North America , said analyst Phil Magney of Telematics Research Group in Minnetonka , Minn. 	positive
738	Cencorp estimates that its net sales in the last quarter will be as earlier stated , EUR4 .3 m to EUR5 .0 m , and operating profit (EBIT)is estimated to be positive 	positive
1959	Finland 's dominating rail company VR is planning to set the infected passengers for long-distance trip in a separate carriage 	neutral
663	According to Sepp+ñnen , the new technology UMTS900 solution network building costs are by one-third lower than that of the building of 3.5 G networks , operating at 2,100 MHz frequency 	positive
4207	It is a disappointment to see the plan folded 	negative
309	Vacon will supply drives to Ruselprom in the power range from 200 kW up to 2 MW 	neutral
1286	Metso is a global supplier of sustainable technology and services for mining , construction , power generation , automation , recycling and the pulp and paper industries 	neutral
4282	They are also upset that some of the machinery and work is taken over to Poland 	negative
2539	Particular attention is being paid to energy efficiency in the construction of the building , as it is designed to meet the requirements of energy class B , and LEED certification will be applied for 	neutral
4679	Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 	negative
1603	Tekla will organize an information meeting for analysts and media at WTC Helsinki Marski meeting room , Aleksanterinkatu 17 , the same day at 12:30 - 1:30 p.m. Light lunch will be served 	neutral
3951	This order , when delivered , will bring the total output of electricity in Italy generated by Wartsila equipment to more than 1,300 MW 	neutral
2114	In 2005 the bank posted a net profit of Lt 8.2 mn 	neutral
3214	The contract also includes installation work in a new multistorey carpark for close on 1,000 vehicles 	neutral
1193	cents Recognize potential partnerships and suppliers 	neutral
2718	`` After the transaction , Tikkurila has no powder coatings-related operations , '' the company said 	neutral
623	The original contract was signed last summer 	neutral
1887	`` We are happy to be working with Rapala to encourage boaters and anglers to introduce newcomers to the sport , '' said RBFF President & CEO Frank Peterson 	positive
1245	Iggesunds Bruk in Sweden is one of the most advanced , fully integrated pulp and paperboard mills in the world 	positive
1836	Basic banking activities continued as normal 	neutral
1306	Our solutions are industry-independent supporting multilingual and currency needs , modular and applicable to companies of all sizes , '' CEO Ilkka Sihvo said 	neutral
963	Outokumpu 's chief executive Juha Rantanen expressed his confidence in China market 	positive
2063	`` In Ukraine , too , we act as a partner for major bakery clients in both production and product development 	neutral
1538	In Finland , the corresponding service is Alma Media 's Etuovi.com , Finland 's most popular and best known nationwide online service for home and property sales 	neutral
2902	Finnish investor Scanfil Oyj ( HEL : SCF1V ) said last Friday it has bought 57 million shares , or 32.96 % , in Norwegian contract electronics manufacturer Kitron ASA ( OSL : KIT ) for NOK 143.9 million ( USD 24.4 m-EUR 18.1 m ) 	neutral
799	`` We continued actively to focus R&D and to position our offering away from point solutions towards dynamic end-to-end solutions , '' Ervio stated 	positive
4314	Fortum also has a blocking stake in Northwestern TGK-1 	neutral
3155	The acquired plant has an annual capacity of some 300,000 tonnes and most of its production is sold to domestic customers 	neutral
1313	Please inform IR Johanna Koskinen of your participation no later than 20 April at 10 a.m. A telephone conference for financial analysts and investors , conducted in English , will begin at 3:00 p.m. Finnish time ( EET ) 	neutral
1643	The order was valued at USD12 .2 m	neutral
264	Press release 9 October 2009 Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland 	positive
1167	Also , a six-year historic analysis is provided for this market 	neutral
403	The agreement with JM is one in a series of contracts that TeliaSonera has signed in recent months with residential construction and real estate management companies in Sweden 	neutral
3530	Around 250 of these reductions will be implemented through pension arrangements 	neutral
2057	The value of the confirmed aircraft orders totals EUR 2bn 	neutral
2831	Basware offers full support for all SAP versions starting from SAP 4.5 	neutral
3037	M-real Corporation Stock Exchange Release 27 August 2009 at 3.15 pm M-real has received the EUR 190 million cash payment from Sappi M-real Corporation , a part of Mets+ñliitto Group , divested its Graphic Papers business to Sappi Limited at the end of 2008 for EUR 750 million 	neutral
1055	Master of Mayawas jointly developed by Nokia Siemens Networks and UFA - FremantleMedia , and will be actively advertised by Maxis in the end of May 2007 	neutral
1083	The company admits that 36 months is a relatively short time when operating in Russia 	neutral
4453	The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today 	negative
2983	It 's not 	neutral
4226	On 20 March 2006 , Stora Enso refused to comment the news in any way 	neutral
2593	The category was marked by maturity and the recession 	neutral
3941	The value of this kind of order amounts usually between Euro 2 and 3 million 	neutral
1565	New Delhi , July 17 -- Sahlberg Teppo , Kallio Timo and Mustonen Tuomas of M Real OYJ , Espoo , Finland have developed novel markings and methods of producing the same 	neutral
4246	The company has a continuous need for alloys such as nickel , ferro-chrome , molybdenum and manganese in its production , said Talvivaara 	neutral
488	Finnish food company Raisio Oyj HEL : RAIVV said on Friday it has wrapped up the divestment of its margarine operations to US sector player Bunge Ltd NYSE : BG for EUR80m USD119 .2 m 	neutral
2100	Finnish financial software developer Basware Oyj said today it will provide its invoice automation ( IA ) solution to an unnamed major retail company in the USA in a deal , worth more than EUR300 ,000 	positive
4168	Among the biggest Christmas sellers were a  35 satin bow shift dress styled on outfits worn by Victoria Beckham and a  75 Paris Hilton Prom dress 	neutral
4825	have notified that as a result of the Company issuing 14,432,000 new shares in the directed offering , the joint holdings of Pequot has decreased below 1-10 to 9.63 % of total number of shares and votes in the Company 	negative
4677	Finnish glass technology company Glaston Oyj Abp net profit decreased to 2.6 mln euro ( $ 3.8 mln ) for the first nine months of 2007 from 7.8 mln euro ( $ 11.4 mln ) for the same period of 2006 	negative
960	Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn 	positive
4281	The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting 	neutral
2862	CS Cabot exports 55 % of its production mainly to Goodyear , Bridgestone and Michelin plants in Poland , as well as to Germany 's Michelin or Italy 's Pirelli through the company 's logistics center in Paris , Stefan said 	neutral
3828	The Division also includes joint sales , marketing and controlling functions for these units 	neutral
3224	The contracts of the employees , 96 of whom are blue-collar workers , will be ended between March and August 2011 	negative
36	A Helsinki : ELIiV today reported EPS of EUR1 .13 for 2009 , an increase over EPS of EUR1 .12 in 2008 	positive
4210	Jussi Pesonen , member of the Sampo Board since 2006 , will renounce his seat in Sampo Board 	neutral
4539	A local waste management company , Turun Seudun J+ñtehuolto , has planned to set up a 150,000 tonne waste-burning facility 	neutral
1972	The StoneGate UTM solution offers protection against inbound and outbound attacks 	positive
4087	In February 2011 , new wording of Identity Documents Act that makes Mobile ID a state-approved electronic document as of February 1st 2011 entered into force 	neutral
1825	`` QPR 8 integrated management system is the fastest , easiest and most efficient way for organizations all around the world to take control of their human-centric business processes 	positive
2574	Sullivan said some of the boards `` really involve a lot of work , and people should get paid for their time . '	neutral
4433	Therefore , the company 's 2005 result will remain weaker than that of 2004 	negative
3964	Under the terms of the agreement , Bunge will acquire Raisio 's Keiju , Makuisa and Pyszny Duet brands and manufacturing plants in Finland and Poland 	neutral
2953	In addition , the contract includes modification of the effluent treatment plant at Follum 	neutral
3396	The value of the order is USD 2.3 mn 	neutral
4289	When the web user clicks on the link contained in the mail , he finds himself on a bogus site that imitates that of his bank , and which retrieves his personal banking data 	negative
3937	The value of the deal is estimated at between SEK25m and SEK50m 	neutral
4780	The antibody , given at repeated doses of up to 8 mg-kg , was generally well tolerated , and the pharmacokinetic characteristics of BTT-1023 in psoriasis patients were consistent with those observed in a previously completed study in rheumatoid arthritis RA patients 	positive
2690	They both will report to Oriola-KD 's chief executive officer Eero Hautaniemi 	neutral
2871	Dubbed Nokia Money Solutions , company officials say the initiative would seek to bridge the gap between the banked and unbanked in developing countries 	positive
4233	Scanfil will execute the temporary lay-offs by mid-October 2009 and the job cuts by March 2010 	negative
16	Foundries division reports its sales increased by 9.7 % to EUR 63.1 mn from EUR 57.5 mn in the corresponding period in 2006 , and sales of the Machine Shop division increased by 16.4 % to EUR 41.2 mn from EUR 35.4 mn in the corresponding period in 2006 	positive
3609	He joins Technopolis from KONE where he has held various positions within the Group , most recently as Director of Service Business and Business Development for KONE s Middle Eastern operations 	neutral
957	Nokia and Elisa will work together to bring a superior mobile gaming experience for Elisa customers 	positive
1670	This is the first time Finnair has been awarded an agreement with the UK government 	positive
4831	Repeats sees 2008 operating profit down y-y ( Reporting by Helsinki Newsroom ) Keywords : TECNOMEN-RESULT	negative
3132	Stockmann and Swedish sector company AB Lindex entered into an agreement on September 30 , 2007 , whereby Stockmann , or a wholly-owned subsidiary of it , will make a public tender offer for all of Lindex 's issued shares 	positive
3774	The business area 's net sales were slightly over 2m in 2006 	neutral
1228	Furthermore , our fully electrically driven cranes are environmentally friendly 	positive
2899	Finnish fibre-based materials maker Ahlstrom Corp ( HEL : AHL1V ) said today it decided to close down its spunlace composite production line number 23 at Chirnside plant in the UK by the end of March 2011 	neutral
4250	The copying , republication or redistribution of AFX News Content , inculding by framing or similar means , is expressly prohibited without the prior written consent of AFX News 	neutral
1186	BasWare Order Matching automatically matches purchase invoices with approved purchase orders 	neutral
385	The total delivery volume of paper businesses in 2010 was 1,155,000 tonnes , up from 1,132,000 tonnes in 2009 	positive
32	The Lithuanian beer market made up 14.41 million liters in January , a rise of 0.8 percent from the year-earlier figure , the Lithuanian Brewers ' Association reporting citing the results from its members 	positive
3524	Amanda Capital has investments in 22 private equity funds and in over 200 unquoted companies mainly in Europe 	neutral
2354	`` Fixed Mobile Convergence solutions represent a key value proposition in today 's communication market 	neutral
4456	These financing arrangements will enable the company to ensure , in line with its treasury policy , that it has sufficient financial instruments at its disposal for its potential capital requirements 	positive
1871	The total scholarship amount was 40,000 euros and the recipients were chosen on the recommendation of fine arts universities and sports associations 	neutral
4484	The recruits who have completed the K-retailer trainee program are qualified to start a career as independent retailers in K-stores 	neutral
1570	On the other hand , Finnish sawmills ' production has decreased even more 	negative
4105	The company reported a profit of 800,000 euro ($ 1.2 mln)on the sale of its Varesvuo Partners sub-group and a loss of 400,000 euro $ 623,000 caused by the sale of its program production subsidiary Oy Filmiteollisuus Fine Ab 	neutral
1866	The Engines in Asia-Pacific industry profile is an essential resource for top-level data and analysis covering the engines industry 	neutral
3865	The most significant capital expenditure items were in the global enterprise resource planning ERP project , product development and production machines 	neutral
1394	The Lemminkainen Group , headquartered in Helsinki , Finland operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry 	neutral
2046	The four-year contract between the bank and Ski Sport Finland will bring the bank 's advertisements to skiers helmets and caps 	neutral
839	Finnish steel maker Rautaruukki Oyj ( Ruukki ) said on July 7 , 2008 that it won a 9.0 mln euro ( $ 14.1 mln ) contract to supply and install steel superstructures for Partihallsforbindelsen bridge project in Gothenburg , western Sweden 	positive
206	However , net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009 	positive
3863	The markets expect Heineken to sell Hartwall as a whole or in parts 	neutral
4630	The company expects its net sales for the whole 2009 to remain below the 2008 level 	negative
1679	To see more of New Haven Register , or to subscribe to the newspaper 	neutral
250	Operating profit rose to EUR 4.7 mn from EUR 3.6 mn 	positive
1821	Tip of the week Panfish like bluegills are great fun to catch , especially for children new to fishing 	neutral
2659	The order comprises all production lines for a plywood mill , company said in a statement received by Lesprom Network 	neutral
1580	Pharmaceuticals - Netherlands This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Netherlands 	neutral
1898	Europe however remains an important and strong market for us 	neutral
2376	In Finland , Hamina Cargo Terminal , of Finnish Nurminen Logistics , has purchased a warehouse with ground lease rights in the Port of Hamina 	neutral
2912	For the new shares subscribed with stock options all shareholder rights commence from the date on which they are entered into the Trade Register 	neutral
1316	Precedex is approved for IV sedation of initially intubated and mechanically ventilated patients in intensive care 	positive
149	South African Sappi will become the largest foreign forest industry company operating in Finland as a result of the acquisition Finnish M-real Corporation 's Graphic Papers Business unit 	positive
3851	The figure includes the change in the fair value of the property portfolio , EUR 26.2 million 	neutral
736	At the moment , Valio is not worried , but if the ban continues for long , it may become quite a problem 	negative
3252	The Finnish real estate investment company Interavanti Oyj said on Monday ( 22 September ) that it has agreed to sell its 65 % ownership in the Finnish ticket service company Lippupiste Oy to CTS Eventim AG ( 56,1 % ) and to the managing director of Lippupiste Oy 	neutral
8	Operating profit rose to EUR 13.1 mn from EUR 8.7 mn in the corresponding period in 2007 representing 7.7 % of net sales 	positive
2910	Following the registration , the share capital of Biotie is EUR 52,556,678.10 	neutral
4834	Hobby Hall 's sales decrease 26 pct due to implementing a new information system that involved changing in the principal of posting sales 	negative
20	Lifetree was founded in 2000 , and its revenues have risen on an average by 40 % with margins in late 30s 	positive
3199	The company 's board of directors would propose a dividend of EUR1 .00 per share for 2005 	neutral
2381	According to business media reports , Usmanov planned to transfer his MegaFon stake to the state-controlled Svyazinvest , in exchange for a stake in the merged RosTelecom 	neutral
2254	Vacon 's office will support its customers in Brazil and South America 	neutral
2050	The item included restructuring costs of EUR1 .6 m , while a year earlier they were EUR13 .1 m. Diluted EPS stood at EUR0 .3 versus a loss per share of EUR 0.1 	positive
2371	Aker Yards Finland will begin using Chinese subcontractors at its Finnish shipyards 	neutral
78	TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj 	neutral
83	Under this agreement Biohit becomes a focus supplier of pipettors and disposable pipettor tips to VWR customers throughout Europe 	positive
4753	Operating profit totaled EUR 9.4 mn , down from EUR 11.7 mn in 2004 	negative
4142	Tieto 's service is also used to send , process and receive materials related to absentee voting 	neutral
4798	Nokia 's share price fell less than one percent to 18.70 euros ( $ 25.41 ) in Helsinki , while Siemens shares fell 1.02 percent to 90.19 euros ( $ 122.57 ) in Frankfurt 	negative
3317	The personnel reduction will be carried out in Anjalankoski , Hollola , Jyvaskyla , Jarvenpaa , Karhula , Turku and Valkeakoski units 	negative
2851	com and possibly also through photo-msn 	neutral
2144	Last month , Outokumpu sold more than 80 percent of its technology unit , Outokumpu Technology Oyj , to further its strategic goal of becoming the world 's largest stainless steel maker 	positive
874	Pioneer Library System was one of 127 libraries , municipalities , arts , culture and higher education and science organizations to have been awarded grants to participate in The Big Read , the largest federal reading program in U.S. history 	positive
859	Last year SysOpen Digia invested in IBM product know-how in the building of portal and trading place systems and successfully implemented customer solutions supported by it 	positive
2543	Poyry is a global consulting and engineering firm focusing on the energy , forest industry and infrastructure & environment sectors 	neutral
115	Nokia also noted the average selling price of handsets declined during the period , though its mobile phone profit margin rose to more than 22 percent from 13 percent in the year-ago quarter 	positive
4579	Operating profit for the 12-month period decreased from EUR2 .9 m while turnover increased from EUR24 .5 m , as compared to the financial year 2004 	negative
3287	The name of the buyer was not disclosed 	neutral
3351	The second variant offers complete final finishing of any selected apartment with foreign high quality materials ( Finland , Denmark , Germany , France ) 	neutral
4733	However , its market share shrank to 47.59 per cent from 48 per cent a year earlier 	negative
3124	Solidium now holds 5.0 per cent of the shares Solidium Oy has acquired 5.0 per cent of the shares in Tieto Corporation for approximately EUR 58 million 	neutral
3196	The company reiterates its outlook for 2009 	neutral
288	The company expects its net sales in 2008 to increase 5-10 % from 2007 	positive
4742	In the Baltic countries , development of operations and reorganisation continued , and non-recurring items related to the takeover process lowered earnings 	negative
1302	One of Uponor 's promising future products is a hydronic cooling system 	positive
3666	Lieksaare Oy has earlier been regarded under the control of Saarelainen Oy and the individual shareholders under the shareholder agreement 	neutral
2079	Alma Media 's net sales in 2009 totalled MEUR 307.8 with an operating margin of 13.5 per cent 	neutral
262	Passenger volumes rose by 8.4 % in the accounting period 	positive
313	With the extension of the new contract for a further eight engines , the plant will now produce over 100 MW , it said 	positive
1673	Three students from Universiti Sains Malaysia have won a study trip to Helsinki 	neutral
